Identifier,Comments,SubTask1,SubTask2
6435,Koi aakr puch raha h toh woh gAlat hai. Or na puche toh akeli ldki ko kisi ne nahi pucha. 👏🏻,Neutral,None
740,Chup Karo yar Aur Kitna feminism chaiye,Neutral,None
3645,Tere community ki ladke ne hi uspe acid chura he,Neutral,None
8818,Tu minister hai jo tere liye koi rukege,Neutral,None
10508,Jo krega Bharat 2.0 h intjar ???,Neutral,None
7844,Akeli ladki raat ki 12baje sadak par akeli customer ke intejar me🤭,Pessimistic,Criticism
9420,Gand fat rhi h tumhare संवाददाता की,Pessimistic,Offensive
4504,Sach me ap bhut khubsurat ho really strong womn,Neutral,None
11301,"Unhone socha hoga prank chal raha ha, ve esi tarah ke ghatia prank bhi karte ha",Pessimistic,Offensive
9325,यह युपी बिहार वाले ही गंधे है.... महाराष्ट्र सबसे अच्छा,Pessimistic,Offensive
2078,Sahi baat bole h .koi Ni smjhta h hm ladkiyon ko ..koi Ni hota h hm SB ka..bs pura life sbka sunte raho...,Neutral,None
3222,Kaise change hoga ye to btao,Neutral,None
3581,Apka muu jalai hai dil nehi,Neutral,None
11172,"Males sirf females se kaam kra skta h ,uske kaam nhi aa skta, fir chahe vo kisi desh ka ho ,",Pessimistic,Criticism
11698,काश श्री ट्रंप सर राष्ट्रपति होते,Neutral,None
9520,Bihar and up log chutiya hotehen,Pessimistic,Offensive
2783,Tu apna pata kar par dada tere mishra sharma vishwakarma honge,Neutral,None
455,"searched for mens unsafe in india and got this 😂, women unsafe in india, w8 a joke, women's unsafe in a country where max number of fake allegations nd cases happen by womens, or mera bharat mahan 😂, mahanta ek side k dukh dekh k nhi aati, usmai dono taraf ki baatai dekhi jaati h, bolnai sai nhi, ab tym h kuch karnai sai hoga bharat mahan, have seen US laws on gender equality, no doubt y everything is fine there",Pessimistic,Criticism
7949,In kamino ko police me dena chahiye,Pessimistic,Offensive
8227,ekh Vlog Dekh dimaag mei tere gobar bhara hai call boy,Pessimistic,Offensive
4136,Mam me Rajasthan se hu or aap sahi keh rahe ho vaha aisa hi hota hai,Neutral,None
3731,Jise Laxmi ma'am ke sat hai vo like kare Hum sabko unki tarah strong hona chahiye.,Neutral,None
7465,hota ye.... Ki wo shayad wapas nahi aati 😤,Neutral,None
7266,"Gujrat is safest place for girls , idhar ladkiya raat mai akle ghumti hai 🤘 3 baje tak 💪🤘😎",Optimistic,Appreciation
9126,Media walo ne police ko sath kyo nahi le gayi .,Neutral,None
6651,yaar lekin tere jaise character less to nahi sayad aapka pitaji prostitute ke pass jate honge,Neutral,None
9687,Mumbai aise jugha hai jo aap skeleton din rath kabhi bhi chal sakte ho,Optimistic,Appreciation
525,Lmao meri koi behen nhi hai lekin jb v cousin ka ghar jaata huun mithai wagera sab cousin sis ko milta hai...gaali hum khate hai...kci kvi to jhadu lgane ko v khete hai...😭lgta hai mai parallel universe mai jee rha huun,Neutral,None
8469,Esa sirf ladke nhi karte bohot jyada umar wale admi bhi karte he 😐😐😐 to ghar k bade log bhi esa kr sakte he ... Pune k nawle bridge k yaha hum freinds ruke the or ek ese admine Jo mere pita ki umar ka tha usne aake pucha kya rate he jyada rat nhi huyi thi bt firbhi waha public bhi thi or police bhi fir bhi uski himmat .... Or jab dosto ne usse pakda to rone laga ki tension he or drink ki wajah se samjh nhi aaya afsos hua is hadse se ki itni ajib soch,Pessimistic,Criticism
3598,AP aise hi bhot beautiful ho dee gbu,Neutral,None
10629,So true! Ab apko antiHindu kehnewale jaag jayenge! Aur apko kaha jayega apni asli ID se aajao etc!,Neutral,None
8036,aswee Abe feminist.. Uska mtlab h kisi k liye raat ko safe ni h akele Delhi...,Pessimistic,Criticism
11328,kyuki india m kam log report karte hai due to social stigma isiliye numbers kam h,Pessimistic,Criticism
4476,"Di realy i salute u n ur confidence.. i agree with u glti sari parents ki ki ase parvarish krte h . Hm sbko equity chariye respect to apne ap mil jati h .lst wrds u r so beautiful ,😊😊😊😊😊😊",Neutral,None
469,"Dimag toh Phir bhi nahi hai, ladke hone ka kya fayda",Neutral,None
1931,Ye chije america me bhi boli jati h iska kitane kharab natije hote h ye kyo nahi bata te h,Pessimistic,Criticism
7130,Gujrat also Modi model . Yaha ladkiya raat ke 3 am tak ghumti hai,Optimistic,Appreciation
12628,Hamar Bihar bahut Safe Hai . Jai Hind Jai Bihar,Optimistic,Appreciation
9750,Jaipur dimag kharap india khatre main or jaipur ki baat kar rahe ho,Pessimistic,Criticism
10553,"Ek choti si koshish ,par bahot badi baat...par ek baar us ladki ki jagah apni behen ka khayaal karke dekho...",Optimistic,Suggestion
9491,Madarchodo ka Lund katke police ke gaand mey ghusher do,Pessimistic,Offensive
4765,2014: Reuters jindabad 2018: Reuters murdabad Wah beta wah,Neutral,None
7583,Kabhi ye bhi socho ki prostitutes bhi raat me road me khadi rehti hai....bitter but true,Neutral,None
11922,Ye sb midea ke log keval insan ko badkane vale aur hinsa pyesda krne vale ko kuredte h yrrr dekho log bhi sahi hi kh rahe the ladkeho to tik h agr ak ladki khdi hoti h vo bhi itni raat me to koi bhi puch lega ki koi dikat to no madm ya khi jana ho apko,Pessimistic,Criticism
11637,"ya jo rape Ko promote kre , ladkiyon pe blame kr ke wo sachaiyi ki baat na hi kre toh acha hai",Neutral,None
28,3 years pehle bhi aur aaj bhi yhi haal h,Neutral,None
2461,Bhai one sided baat krna bhi shi nhi hai.na har ldka same hota na har ldki.kuch jyda he hogya ye.,Pessimistic,Criticism
7394,Rooj kiya kro checking.. Road ka haal kuch or hi h...,Neutral,None
199,MY_ FOREVER u mean 400k/1M.. Chtye tab India me women hi Jinda na bachti nahi kisi women Ko janm Lene diyaa jata... Pura India hi khatm hojata... Yaha tak hi sbse highest rate country ka v sirf 132/100k h😂😂😂 Bhai konsa ganza fuk rha h😂ek Baar aur Google nhi blki site pe source diya jata h... World population review ka link v diya hua h,Pessimistic,Criticism
11076,Ye galat baat h police hi ky log khud ye sub rok skte the har jagah ye hi ho raha h or sub chup h pagal ki tarah dekhte h jb khud ek ladki hi ladki k liye nhi bol rhi toh ladke ky bolega Hudd h dil h ki nhi logo k pass so shameless,Pessimistic,Criticism
6561,Base log itne ladne jghnde ko tyr rhte hai pr koi ladki kisi preshani mai tab sab ki dadagiri pichwade mai ghus jati ek akli lakdi pr jor dikhate hai,Neutral,None
12515,"Nahi bhaiya hm bihar wale madad dil se krte h,chahe sukhi roti hi kyo na de",Neutral,None
8341,Ye jo roj rape ho raha hai eska karan hai logo ka bura soch or india ka low system low system kafi strike hona sahiye koi agar rape kiya hai to ushe fashi hona cahiye agar fashi hoga to logo me dar hoga jall vas ke koi faida nahi kyu ki ushai pata hai ki wo azad ho jayega esiliye india ka low dubai low ki tarha hona chahiye,Optimistic,Suggestion
10055,"Raat ko 12 safty kyu dundh rahe Ho. Aam ladki rat 12.00 baje kyu niklegi vo bhi akele, Pure duniyaa me kon apne ghar ke allawa raat 12.00kahi koi safe nahi h, Faltu ke bakwas karte h media",Pessimistic,Criticism
11830,"kujalii ho jati hai ladki dhakkar up patnaa,walo ko....",Neutral,None
11763,Delhi or mumbai se or desh ke sabhi राज्य se safe hai bihar I'm bihari proud💪💪💪💪💪💪,Neutral,None
1897,"Kya baat he, women right k issues nahi, human rights k issues he, Wah!!",Neutral,None
934,jis duniya me tu nahi hai.,Neutral,None
6129,Trending par lao jisse government par pressure pade Kuch karne ke liye,Neutral,None
6459,Koi q puchega kisi girl se. Q ki kayi girl ladko ko lut leti h car me beth ker,Neutral,None
4995,Digital india ka to pata nahi but criminal india banta ja raha hai,Pessimistic,Criticism
10271,Watchman ko call bhi kr skti thi,Neutral,None
4611,"Ye bhi baat gaur karne wali hai, ki agar kisi ke Papa support Karen tab to theek warna maa ke support se to sirf ummid bani rahegi hausla dagmaga jata hai or wo bhi jiski maa house wife ho , to maa apni taraf se kuch kar bhi nahi sakti jo rehta hai Papa per hi depend rehta hai 😔😔😓😓😓😓😓😦😧😧😧🥺🥺🥺🥺🥺🥺🥺🙄🙄🙄🙄🙄🙄😐😐😐😐😐🙃🙃🙃🙃🙃🙃🙃🙃🙃",Neutral,None
6304,in gundo Kay kaaran ladkiya surakshit nhi,Pessimistic,Criticism
11625,uhi raj pehle khud ki safty to kr le phir sb ki krna🤣🤣pagal si hui ja rhi h sbka reply kr kr ke,Neutral,None
7639,Me ab iski behn ko le jaunga hotel me..,Neutral,None
6909,Ye jo maa in police walo ki khari hoti h na roads pe rat ko Jineh ye rokte ni ban ni karte ye uska nateeja hai uss bevre ko peeta kyo ni km se kam lagate 100 br ginte ek bar,Pessimistic,Criticism
10631,Are ham bhi jan de denge lekin kabhi akele nahi chhodhenge kisi bhi ledy ko 😂🤣🤣😁😃😁😃😃😀,Neutral,None
8947,Farhan Dalvi aukat to tu bhul gya Hai sayad Aurat ne tujhe paida kiya or Usi ko gali de rha h teri aukat do takke ki hai,Neutral,None
3551,Di Aap bohat sunder ho..... Aapki awaaj bhi bohat achi hai.... Aap duniya ki prwaah na kro.... Di.... God bless you always,Neutral,None
1939,Bhai jo aap bol rahe ho wo sahi to Hai per kuchh ladkiya is chij ka fayda utha Kar acche aur Sharif ladko ko badnaam karti Hai unki life kharab karti Hain (example zomato case),Pessimistic,Criticism
6446,CM yogi bekar hai bolte karte nahe hai yogi,Neutral,None
3965,Aap sundar thi... Hai... Or rahegi... ❤❤❤❤❤❤❤❤❤❤❤❤,Neutral,None
155,Aap Kitna bhi bol lo ki India change ho raha hai par aaj bhi ladkiyon ko sirf Apne mtlb ke liye use kiye jaate hai,Neutral,None
7910,Sahi hai .saboot hai tho band q nahi kar rahe.kya hua uska wo bhi share karein,Neutral,None
6237,kagzi shagufta sirf women hi nhi,Neutral,None
7108,Samjh nhi aata kya kahu .... Agar help k liye jao to kahi vo prostitute nikali aur ulta fasa diya to INDIA TV bolega hum hi ladki k saath misbehave kar rhe h...... Aur agar help na kare aur vo normal ladki h tab bhi hum log hi galat ki ladki ki madad kyu nhi ki...... Moral of the story is.......Hum benchod tarbooz h aur ladki churi karna at the end hune hi h...,Pessimistic,Offensive
6134,136 cr logo me se 550 aurato se puchkar declared Kar Diya India ladies ke liye Sahi nahi h wow....amazing🙄🙄🙄,Neutral,None
7636,Aur jo ladka pichai pichai aa raha hai uskai ghar pai jakai kaan kai nechai bajao to yai bhi sudhar jayaga ya sedhar jayaga,Optimistic,Suggestion
1472,"Ekta Kapoor ko seekhna chahiye. Aurat hoke bhi auraton ko gharmurgi banake ladkon ko gay , playboy aur sab ..",Neutral,None
5809,अंध भक्तों के कारण यह देश आगे नहीं बढ़ पाता...! नेताओं का गुनगान करके उनके कमियों और गलतियों को छुपाकर ये अन्ध भक्त नेताओं का मनोबल बढ़ाते हैं.. और अपने देश का नुकसान करवाते हैं...! अन्ध भक्त ना बनें जागरूक और समझदार बनें... सरकार से सवाल पूछें... जनता का हक माँगें...!,Neutral,None
6829,Galti se bhi UP me mat chale jayio....,Neutral,None
9169,Aese logo ki vajah se pure desh ko jhukna padta hai,Pessimistic,Criticism
12644,Baat yha police ki patrolling ki ho rhi h jo ki absent h naki logo ki mentality ki logo ka toh pta hii h kuch ache hotey aur kuch thurkey ...abp news sahi kr rhi atleast kuch kr rhi aap log kya kr rhe apne seher ki safety k liye?,Pessimistic,Criticism
10146,Toh rat me bahar nai padna hai..simple,Neutral,None
4155,ik this should be the case lekin agar aap dekho to aisa nhin hai ek bande ke baare mein hi socho wo apni biwi ya wo apne husband ko thoda handsome aur dil se acha chahti hai to looks thode importan hai sab ke dil mein. this is the truth no one can deny that but no wants to accept it as well,Neutral,None
1514,Vaiii aapki baat sahi hai magar lafke or ldkiyo ki kch mariyada bhi hoti hai sanskar bhi hote hain to unko nhi todna chahiye...or ha ye baat to mai bhi maanta hoon ki ldkiyon ka shoshan hua hai hamari society me...,Pessimistic,Criticism
10956,please help people agr aap dekhte hai toh help kijiye,Optimistic,Suggestion
4745,Koi nh bhai galati to hamne b ki 2014 m ar ab tak bhugat rhe h 😂 Aapki galati to nrml h,Neutral,None
8294,12:30 baje savya Ghar ki ladkiya nahi niklti ha rat KO dhande wali nikalti ha isliye unhone usse pucha hotel ke liye ab rat KO koi not Ka gaddi hath me liye dikha ye ga wo bhi rat me to kiya hoga aap hi samjhiye yesa ram rajya kabhi nahi ayega police wale KO kosna chod de ye media ke pas kuch nahi ha to yahi karte huye najar ayega,Pessimistic,Criticism
2143,Mjhe ni pta aap koun ho kha se aaye ho ... But I respect u 🙏🙏,Neutral,None
1777,aur tumna bola ki government law nahi bana rahi. Bana da gi to tumhara feminism heart ho jaya ga na. Aur iska galat faida to ladkiya hi utha rahi hai na. Agar kisi park ma public ka bich koi ladki kisi ladka ko chata maar da aur bool da ki mujha dekh raha tha. Ladka ki koi aukaat nahi kuch kar saka waha. Ungli bhi uthai to log wahi maar dala ga.,Pessimistic,Criticism
10195,"Abe chutiyo raat ko 12:30 baje sirf randia hi highway par rukti hai aur unko police ki permission bhi milti hai ,taaki city mein rape naa ho jisko khujli hai woh apni khujli mita sakta ha ,saudi mein raat ke 2':30 baje bhi humari hindu bhene sona pehankar khule aam akele ghumti hai unse puchiye kya unpar kabhi rape huwa hai.24× 7 security SE kuch nahi honewaala hai.kaanun kadak banao ,sirf ek bharti ko islaamic saza do rape karne par with 24 hours mein rape 90% khatam hojaega ,aur haa naajayaz rishto ko rape ka naam mat do.humare desh mein Kai aise bhi aurte hai Jo teen teen saal relationship mein rehti hai aur jub alag hone ki baari hoti hai toh shoshan ka naam lekar phasa deti hai.rape par seriuos kaanun hona chahiye .rahi baat dress ki toh Pune court ke judje SE puchlo ek ladki aadi raat mein half jeans pehenkar road par akeli rukegi toh kaanun use bachapayga yaa nahi.meri bheno kapde aise pehno jise aapko dekhkar khud ki bhen ki yaad aajay naaki sunnyleone .aap ka achcha dress pehn",Pessimistic,Offensive
252,"मुद्दा तुम्हारा सही है परन्तु अगर तुम वीडियो में देवी का फोटो अनुचित तरीके से उपयोग करोगे तो, खामियाजा भुगतना पड़ेगा, मानवता का जड़ जिसको संस्कार कहते है उसको सालों भूल जाओगे तो बलात्कार जैसा घटना तो होगा ही, और साथ साथ पुरुषों और उनके परिवारवालों पर आज कल के मॉडर्न महिलाओं द्वारा झुटा शोषण, दहेज, बलात्कार, गृह कलह का केस लगाया जाता है, इसका भी वीडियो बनाओ",Neutral,None
5217,"HUPENDRA SINGH ha.. Okay i agree with you that women se v murder ho jati hai par woh self interest se nehi karti hai woh self protection se murder ho jati by chance.. lekin rape toh self interest just for few minutes satisfied ke liye kiya jate hai.. sayad behatar woh log samaj sakega jiska ghar me sister, daughter, cousin, mother, aunty log hai.. aur woh log v same mere jaise sochege or bolege.. self protection murder or self interest rape compare karke dekheye.. hurt and lust 😭😢",Neutral,None
